Notes	County	County Code	Year	Year Code	ICD-10 113 Cause List	ICD-10 113 Cause List Code	Deaths	Population	Crude Rate
	Boulder County, CO	8013.0	2018.0	2018.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	23	326078	7.05
	Boulder County, CO	8013.0	2019.0	2019.0	#Influenza and pneumonia (J09-J18)	GR113-076	32	326196	9.81
	Boulder County, CO	8013.0	2019.0	2019.0	Pneumonia (J12-J18)	GR113-078	25	326196	7.66
	Boulder County, CO	8013.0	2019.0	2019.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	81	326196	24.83
	Boulder County, CO	8013.0	2019.0	2019.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	76	326196	23.30
	Boulder County, CO	8013.0	2019.0	2019.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	15	326196	Unreliable
	Boulder County, CO	8013.0	2019.0	2019.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	28	326196	8.58
	Boulder County, CO	8013.0	2020.0	2020.0	#Influenza and pneumonia (J09-J18)	GR113-076	26	327171	7.95
	Boulder County, CO	8013.0	2020.0	2020.0	Pneumonia (J12-J18)	GR113-078	22	327171	6.72
	Boulder County, CO	8013.0	2020.0	2020.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	106	327171	32.40
	Boulder County, CO	8013.0	2020.0	2020.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	100	327171	30.57
	Boulder County, CO	8013.0	2020.0	2020.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	19	327171	Unreliable
	Boulder County, CO	8013.0	2020.0	2020.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	29	327171	8.86
	Broomfield County, CO	8014.0	2003.0	2003.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	16	43805	Unreliable
	Broomfield County, CO	8014.0	2003.0	2003.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	14	43805	Unreliable
	Broomfield County, CO	8014.0	2005.0	2005.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	46313	Unreliable
	Broomfield County, CO	8014.0	2006.0	2006.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	20	48729	41.04
	Broomfield County, CO	8014.0	2006.0	2006.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	17	48729	Unreliable
	Broomfield County, CO	8014.0	2007.0	2007.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	20	51526	38.82
	Broomfield County, CO	8014.0	2007.0	2007.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	18	51526	Unreliable
	Broomfield County, CO	8014.0	2008.0	2008.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	14	53181	Unreliable
	Broomfield County, CO	8014.0	2008.0	2008.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	12	53181	Unreliable
	Broomfield County, CO	8014.0	2009.0	2009.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	19	54789	Unreliable
	Broomfield County, CO	8014.0	2009.0	2009.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	18	54789	Unreliable
	Broomfield County, CO	8014.0	2010.0	2010.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	19	55889	Unreliable
	Broomfield County, CO	8014.0	2010.0	2010.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	19	55889	Unreliable
	Broomfield County, CO	8014.0	2011.0	2011.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	22	57352	38.36
	Broomfield County, CO	8014.0	2011.0	2011.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	22	57352	38.36
	Broomfield County, CO	8014.0	2012.0	2012.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	18	58298	Unreliable
	Broomfield County, CO	8014.0	2012.0	2012.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	17	58298	Unreliable
	Broomfield County, CO	8014.0	2013.0	2013.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	30	59471	50.44
	Broomfield County, CO	8014.0	2013.0	2013.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	29	59471	48.76
	Broomfield County, CO	8014.0	2013.0	2013.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	11	59471	Unreliable
	Broomfield County, CO	8014.0	2014.0	2014.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	28	62138	45.06
	Broomfield County, CO	8014.0	2014.0	2014.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	26	62138	41.84
	Broomfield County, CO	8014.0	2015.0	2015.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	17	65065	Unreliable
	Broomfield County, CO	8014.0	2015.0	2015.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	16	65065	Unreliable
	Broomfield County, CO	8014.0	2016.0	2016.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	17	66529	Unreliable
	Broomfield County, CO	8014.0	2016.0	2016.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	15	66529	Unreliable
	Broomfield County, CO	8014.0	2017.0	2017.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	27	68341	39.51
	Broomfield County, CO	8014.0	2017.0	2017.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	25	68341	36.58
	Broomfield County, CO	8014.0	2017.0	2017.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	10	68341	Unreliable
	Broomfield County, CO	8014.0	2018.0	2018.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	26	69267	37.54
	Broomfield County, CO	8014.0	2018.0	2018.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	26	69267	37.54
	Broomfield County, CO	8014.0	2018.0	2018.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	10	69267	Unreliable
	Broomfield County, CO	8014.0	2019.0	2019.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	20	70465	28.38
	Broomfield County, CO	8014.0	2019.0	2019.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	20	70465	28.38
	Broomfield County, CO	8014.0	2019.0	2019.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	11	70465	Unreliable
	Broomfield County, CO	8014.0	2020.0	2020.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	23	72236	31.84
	Broomfield County, CO	8014.0	2020.0	2020.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	22	72236	30.46
	Broomfield County, CO	8014.0	2020.0	2020.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	10	72236	Unreliable
	Chaffee County, CO	8015.0	1999.0	1999.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	16026	Unreliable
	Chaffee County, CO	8015.0	1999.0	1999.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	10	16026	Unreliable
	Chaffee County, CO	8015.0	2002.0	2002.0	#Influenza and pneumonia (J09-J18)	GR113-076	11	16844	Unreliable
	Chaffee County, CO	8015.0	2002.0	2002.0	Pneumonia (J12-J18)	GR113-078	11	16844	Unreliable
	Chaffee County, CO	8015.0	2003.0	2003.0	#Influenza and pneumonia (J09-J18)	GR113-076	12	16921	Unreliable
	Chaffee County, CO	8015.0	2003.0	2003.0	Pneumonia (J12-J18)	GR113-078	12	16921	Unreliable
	Chaffee County, CO	8015.0	2004.0	2004.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	16	17047	Unreliable
	Chaffee County, CO	8015.0	2004.0	2004.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	11	17047	Unreliable
	Chaffee County, CO	8015.0	2005.0	2005.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	13	17105	Unreliable
	Chaffee County, CO	8015.0	2005.0	2005.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	13	17105	Unreliable
	Chaffee County, CO	8015.0	2006.0	2006.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	17087	Unreliable
	Chaffee County, CO	8015.0	2006.0	2006.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	10	17087	Unreliable
	Chaffee County, CO	8015.0	2008.0	2008.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	11	17573	Unreliable
	Chaffee County, CO	8015.0	2008.0	2008.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	10	17573	Unreliable
	Chaffee County, CO	8015.0	2010.0	2010.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	11	17809	Unreliable
	Chaffee County, CO	8015.0	2010.0	2010.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	10	17809	Unreliable
	Chaffee County, CO	8015.0	2011.0	2011.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	15	17932	Unreliable
	Chaffee County, CO	8015.0	2011.0	2011.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	15	17932	Unreliable
	Chaffee County, CO	8015.0	2012.0	2012.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	11	18150	Unreliable
	Chaffee County, CO	8015.0	2012.0	2012.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	10	18150	Unreliable
	Chaffee County, CO	8015.0	2015.0	2015.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	16	18658	Unreliable
	Chaffee County, CO	8015.0	2015.0	2015.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	12	18658	Unreliable
	Chaffee County, CO	8015.0	2017.0	2017.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	14	19638	Unreliable
	Chaffee County, CO	8015.0	2017.0	2017.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	11	19638	Unreliable
	Chaffee County, CO	8015.0	2018.0	2018.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	12	20027	Unreliable
	Chaffee County, CO	8015.0	2018.0	2018.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	11	20027	Unreliable
	Chaffee County, CO	8015.0	2020.0	2020.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	15	20661	Unreliable
	Chaffee County, CO	8015.0	2020.0	2020.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	14	20661	Unreliable
	Clear Creek County, CO	8019.0	2018.0	2018.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	9605	Unreliable
	Conejos County, CO	8021.0	2010.0	2010.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	12	8256	Unreliable
	Conejos County, CO	8021.0	2010.0	2010.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	12	8256	Unreliable
	Conejos County, CO	8021.0	2012.0	2012.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	11	8275	Unreliable
	Conejos County, CO	8021.0	2012.0	2012.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	11	8275	Unreliable
	Conejos County, CO	8021.0	2016.0	2016.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	8129	Unreliable
	Conejos County, CO	8021.0	2017.0	2017.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	8184	Unreliable
	Conejos County, CO	8021.0	2017.0	2017.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	10	8184	Unreliable
	Crowley County, CO	8025.0	2011.0	2011.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	11	5736	Unreliable
	Crowley County, CO	8025.0	2011.0	2011.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	11	5736	Unreliable
	Crowley County, CO	8025.0	2019.0	2019.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	6061	Unreliable
	Delta County, CO	8029.0	1999.0	1999.0	#Influenza and pneumonia (J09-J18)	GR113-076	24	27586	87.00
	Delta County, CO	8029.0	1999.0	1999.0	Pneumonia (J12-J18)	GR113-078	23	27586	83.38
	Delta County, CO	8029.0	1999.0	1999.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	12	27586	Unreliable
	Delta County, CO	8029.0	1999.0	1999.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	11	27586	Unreliable
	Delta County, CO	8029.0	2000.0	2000.0	#Influenza and pneumonia (J09-J18)	GR113-076	21	27834	75.45
	Delta County, CO	8029.0	2000.0	2000.0	Pneumonia (J12-J18)	GR113-078	21	27834	75.45
	Delta County, CO	8029.0	2000.0	2000.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	19	27834	Unreliable
	Delta County, CO	8029.0	2000.0	2000.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	18	27834	Unreliable
	Delta County, CO	8029.0	2000.0	2000.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	10	27834	Unreliable
	Delta County, CO	8029.0	2001.0	2001.0	#Influenza and pneumonia (J09-J18)	GR113-076	21	28069	74.82
	Delta County, CO	8029.0	2001.0	2001.0	Pneumonia (J12-J18)	GR113-078	21	28069	74.82
	Delta County, CO	8029.0	2001.0	2001.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	18	28069	Unreliable
	Delta County, CO	8029.0	2001.0	2001.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	18	28069	Unreliable
	Delta County, CO	8029.0	2002.0	2002.0	#Influenza and pneumonia (J09-J18)	GR113-076	18	28677	Unreliable
	Delta County, CO	8029.0	2002.0	2002.0	Pneumonia (J12-J18)	GR113-078	17	28677	Unreliable
	Delta County, CO	8029.0	2002.0	2002.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	21	28677	73.23
	Delta County, CO	8029.0	2002.0	2002.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	19	28677	Unreliable
	Delta County, CO	8029.0	2003.0	2003.0	#Influenza and pneumonia (J09-J18)	GR113-076	25	28929	86.42
	Delta County, CO	8029.0	2003.0	2003.0	Pneumonia (J12-J18)	GR113-078	22	28929	76.05
	Delta County, CO	8029.0	2003.0	2003.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	22	28929	76.05
	Delta County, CO	8029.0	2003.0	2003.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	16	28929	Unreliable
	Delta County, CO	8029.0	2004.0	2004.0	#Influenza and pneumonia (J09-J18)	GR113-076	20	29305	68.25
	Delta County, CO	8029.0	2004.0	2004.0	Pneumonia (J12-J18)	GR113-078	20	29305	68.25
	Delta County, CO	8029.0	2004.0	2004.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	18	29305	Unreliable
	Delta County, CO	8029.0	2004.0	2004.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	13	29305	Unreliable
	Delta County, CO	8029.0	2005.0	2005.0	#Influenza and pneumonia (J09-J18)	GR113-076	20	29389	68.05
	Delta County, CO	8029.0	2005.0	2005.0	Pneumonia (J12-J18)	GR113-078	20	29389	68.05
	Delta County, CO	8029.0	2005.0	2005.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	28	29389	95.27
	Delta County, CO	8029.0	2005.0	2005.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	21	29389	71.46
	Delta County, CO	8029.0	2006.0	2006.0	#Influenza and pneumonia (J09-J18)	GR113-076	20	29789	67.14
	Delta County, CO	8029.0	2006.0	2006.0	Pneumonia (J12-J18)	GR113-078	20	29789	67.14
	Delta County, CO	8029.0	2006.0	2006.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	17	29789	Unreliable
	Delta County, CO	8029.0	2006.0	2006.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	16	29789	Unreliable
	Delta County, CO	8029.0	2007.0	2007.0	#Influenza and pneumonia (J09-J18)	GR113-076	15	30121	Unreliable
	Delta County, CO	8029.0	2007.0	2007.0	Pneumonia (J12-J18)	GR113-078	15	30121	Unreliable
	Delta County, CO	8029.0	2007.0	2007.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	25	30121	83.00
	Delta County, CO	8029.0	2007.0	2007.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	22	30121	73.04
	Delta County, CO	8029.0	2007.0	2007.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	10	30121	Unreliable
	Delta County, CO	8029.0	2008.0	2008.0	#Influenza and pneumonia (J09-J18)	GR113-076	13	30712	Unreliable
	Delta County, CO	8029.0	2008.0	2008.0	Pneumonia (J12-J18)	GR113-078	12	30712	Unreliable
	Delta County, CO	8029.0	2008.0	2008.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	26	30712	84.66
	Delta County, CO	8029.0	2008.0	2008.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	21	30712	68.38
	Delta County, CO	8029.0	2009.0	2009.0	#Influenza and pneumonia (J09-J18)	GR113-076	13	31156	Unreliable
	Delta County, CO	8029.0	2009.0	2009.0	Pneumonia (J12-J18)	GR113-078	12	31156	Unreliable
	Delta County, CO	8029.0	2009.0	2009.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	24	31156	77.03
	Delta County, CO	8029.0	2009.0	2009.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	22	31156	70.61
	Delta County, CO	8029.0	2010.0	2010.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	26	30952	84.00
	Delta County, CO	8029.0	2010.0	2010.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	24	30952	77.54
	Delta County, CO	8029.0	2011.0	2011.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	20	30451	65.68
	Delta County, CO	8029.0	2011.0	2011.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	17	30451	Unreliable
	Delta County, CO	8029.0	2012.0	2012.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	30	30432	98.58
	Delta County, CO	8029.0	2012.0	2012.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	28	30432	92.01
	Delta County, CO	8029.0	2013.0	2013.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	28	30483	91.85
	Delta County, CO	8029.0	2013.0	2013.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	24	30483	78.73
	Delta County, CO	8029.0	2014.0	2014.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	20	29870	66.96
	Delta County, CO	8029.0	2014.0	2014.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	15	29870	Unreliable
	Delta County, CO	8029.0	2015.0	2015.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	26	29979	86.73
	Delta County, CO	8029.0	2015.0	2015.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	25	29979	83.39
	Delta County, CO	8029.0	2016.0	2016.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	37	30442	121.54
	Delta County, CO	8029.0	2016.0	2016.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	32	30442	105.12
	Delta County, CO	8029.0	2017.0	2017.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	37	30568	121.04
	Delta County, CO	8029.0	2017.0	2017.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	33	30568	107.96
	Delta County, CO	8029.0	2018.0	2018.0	#Influenza and pneumonia (J09-J18)	GR113-076	10	30953	Unreliable
	Delta County, CO	8029.0	2018.0	2018.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	30	30953	96.92
	Delta County, CO	8029.0	2018.0	2018.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	27	30953	87.23
	Delta County, CO	8029.0	2019.0	2019.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	31	31162	99.48
	Delta County, CO	8029.0	2019.0	2019.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	25	31162	80.23
	Delta County, CO	8029.0	2020.0	2020.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	33	31067	106.22
	Delta County, CO	8029.0	2020.0	2020.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	29	31067	93.35
	Denver County, CO	8031.0	1999.0	1999.0	#Influenza and pneumonia (J09-J18)	GR113-076	138	548848	25.14
	Denver County, CO	8031.0	1999.0	1999.0	Pneumonia (J12-J18)	GR113-078	137	548848	24.96
	Denver County, CO	8031.0	1999.0	1999.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	319	548848	58.12
	Denver County, CO	8031.0	1999.0	1999.0	Emphysema (J43)	GR113-084	42	548848	7.65
	Denver County, CO	8031.0	1999.0	1999.0	Asthma (J45-J46)	GR113-085	16	548848	Unreliable
	Denver County, CO	8031.0	1999.0	1999.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	259	548848	47.19
	Denver County, CO	8031.0	1999.0	1999.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	42	548848	7.65
	Denver County, CO	8031.0	1999.0	1999.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	53	548848	9.66
	Denver County, CO	8031.0	2000.0	2000.0	#Influenza and pneumonia (J09-J18)	GR113-076	95	554636	17.13
	Denver County, CO	8031.0	2000.0	2000.0	Pneumonia (J12-J18)	GR113-078	95	554636	17.13
	Denver County, CO	8031.0	2000.0	2000.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	284	554636	51.20
	Denver County, CO	8031.0	2000.0	2000.0	Emphysema (J43)	GR113-084	50	554636	9.01
	Denver County, CO	8031.0	2000.0	2000.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	224	554636	40.39
	Denver County, CO	8031.0	2000.0	2000.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	46	554636	8.29
	Denver County, CO	8031.0	2000.0	2000.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	52	554636	9.38
	Denver County, CO	8031.0	2001.0	2001.0	#Influenza and pneumonia (J09-J18)	GR113-076	80	561976	14.24
	Denver County, CO	8031.0	2001.0	2001.0	Pneumonia (J12-J18)	GR113-078	80	561976	14.24
	Denver County, CO	8031.0	2001.0	2001.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	275	561976	48.93
	Denver County, CO	8031.0	2001.0	2001.0	Emphysema (J43)	GR113-084	21	561976	3.74
	Denver County, CO	8031.0	2001.0	2001.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	246	561976	43.77
	Denver County, CO	8031.0	2001.0	2001.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	42	561976	7.47
	Denver County, CO	8031.0	2001.0	2001.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	51	561976	9.08
	Denver County, CO	8031.0	2002.0	2002.0	#Influenza and pneumonia (J09-J18)	GR113-076	123	556790	22.09
	Denver County, CO	8031.0	2002.0	2002.0	Pneumonia (J12-J18)	GR113-078	122	556790	21.91
	Denver County, CO	8031.0	2002.0	2002.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	273	556790	49.03
	Denver County, CO	8031.0	2002.0	2002.0	Emphysema (J43)	GR113-084	27	556790	4.85
	Denver County, CO	8031.0	2002.0	2002.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	236	556790	42.39
	Denver County, CO	8031.0	2002.0	2002.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	35	556790	6.29
	Denver County, CO	8031.0	2002.0	2002.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	59	556790	10.60
	Denver County, CO	8031.0	2003.0	2003.0	#Influenza and pneumonia (J09-J18)	GR113-076	105	552588	19.00
	Denver County, CO	8031.0	2003.0	2003.0	Pneumonia (J12-J18)	GR113-078	99	552588	17.92
	Denver County, CO	8031.0	2003.0	2003.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	263	552588	47.59
	Denver County, CO	8031.0	2003.0	2003.0	Emphysema (J43)	GR113-084	24	552588	4.34
	Denver County, CO	8031.0	2003.0	2003.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	235	552588	42.53
	Denver County, CO	8031.0	2003.0	2003.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	37	552588	6.70
	Denver County, CO	8031.0	2003.0	2003.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	34	552588	6.15
	Denver County, CO	8031.0	2004.0	2004.0	#Influenza and pneumonia (J09-J18)	GR113-076	113	550756	20.52
	Denver County, CO	8031.0	2004.0	2004.0	Pneumonia (J12-J18)	GR113-078	110	550756	19.97
	Denver County, CO	8031.0	2004.0	2004.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	252	550756	45.76
	Denver County, CO	8031.0	2004.0	2004.0	Emphysema (J43)	GR113-084	26	550756	4.72
	Denver County, CO	8031.0	2004.0	2004.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	217	550756	39.40
	Denver County, CO	8031.0	2004.0	2004.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	38	550756	6.90
	Denver County, CO	8031.0	2004.0	2004.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	38	550756	6.90
	Denver County, CO	8031.0	2005.0	2005.0	#Influenza and pneumonia (J09-J18)	GR113-076	98	551691	17.76
	Denver County, CO	8031.0	2005.0	2005.0	Pneumonia (J12-J18)	GR113-078	96	551691	17.40
	Denver County, CO	8031.0	2005.0	2005.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	281	551691	50.93
	Denver County, CO	8031.0	2005.0	2005.0	Emphysema (J43)	GR113-084	30	551691	5.44
	Denver County, CO	8031.0	2005.0	2005.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	243	551691	44.05
	Denver County, CO	8031.0	2005.0	2005.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	34	551691	6.16
	Denver County, CO	8031.0	2005.0	2005.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	61	551691	11.06
	Denver County, CO	8031.0	2006.0	2006.0	#Influenza and pneumonia (J09-J18)	GR113-076	96	556895	17.24
	Denver County, CO	8031.0	2006.0	2006.0	Pneumonia (J12-J18)	GR113-078	96	556895	17.24
	Denver County, CO	8031.0	2006.0	2006.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	255	556895	45.79
	Denver County, CO	8031.0	2006.0	2006.0	Emphysema (J43)	GR113-084	23	556895	4.13
	Denver County, CO	8031.0	2006.0	2006.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	227	556895	40.76
	Denver County, CO	8031.0	2006.0	2006.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	32	556895	5.75
	Denver County, CO	8031.0	2006.0	2006.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	66	556895	11.85
	Denver County, CO	8031.0	2007.0	2007.0	#Influenza and pneumonia (J09-J18)	GR113-076	92	564395	16.30
	Denver County, CO	8031.0	2007.0	2007.0	Pneumonia (J12-J18)	GR113-078	91	564395	16.12
	Denver County, CO	8031.0	2007.0	2007.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	256	564395	45.36
	Denver County, CO	8031.0	2007.0	2007.0	Emphysema (J43)	GR113-084	15	564395	Unreliable
	Denver County, CO	8031.0	2007.0	2007.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	232	564395	41.11
	Denver County, CO	8031.0	2007.0	2007.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	40	564395	7.09
	Denver County, CO	8031.0	2007.0	2007.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	56	564395	9.92
	Denver County, CO	8031.0	2008.0	2008.0	#Influenza and pneumonia (J09-J18)	GR113-076	112	575721	19.45
	Denver County, CO	8031.0	2008.0	2008.0	Pneumonia (J12-J18)	GR113-078	106	575721	18.41
